subject,trial,correct,choice,key,rt,accuracy,outcome
5q3wggyza27kad8vco4fc8hz,1,1,0.0,37.0,2.506,0.0,0.0
5q3wggyza27kad8vco4fc8hz,2,1,1.0,38.0,1.249,1.0,1.0
5q3wggyza27kad8vco4fc8hz,3,1,1.0,38.0,1.267,1.0,0.0
5q3wggyza27kad8vco4fc8hz,4,1,2.0,39.0,0.57,0.0,0.0
5q3wggyza27kad8vco4fc8hz,5,1,2.0,39.0,0.589,0.0,0.0
5q3wggyza27kad8vco4fc8hz,6,1,1.0,38.0,0.326,1.0,1.0
5q3wggyza27kad8vco4fc8hz,7,1,0.0,37.0,0.604,0.0,0.0
5q3wggyza27kad8vco4fc8hz,8,1,1.0,38.0,0.413,1.0,1.0
5q3wggyza27kad8vco4fc8hz,9,1,1.0,38.0,0.505,1.0,1.0
5q3wggyza27kad8vco4fc8hz,10,1,1.0,38.0,0.444,1.0,1.0
5q3wggyza27kad8vco4fc8hz,11,1,1.0,38.0,0.321,1.0,1.0
5q3wggyza27kad8vco4fc8hz,12,1,1.0,38.0,0.506,1.0,1.0
5q3wggyza27kad8vco4fc8hz,13,1,1.0,38.0,0.445,1.0,0.0
5q3wggyza27kad8vco4fc8hz,14,1,1.0,38.0,0.319,1.0,1.0
5q3wggyza27kad8vco4fc8hz,15,1,1.0,38.0,0.278,1.0,1.0
5q3wggyza27kad8vco4fc8hz,16,2,1.0,38.0,0.266,0.0,0.0
5q3wggyza27kad8vco4fc8hz,17,2,0.0,37.0,0.24,0.0,1.0
5q3wggyza27kad8vco4fc8hz,18,2,0.0,37.0,0.285,0.0,0.0
5q3wggyza27kad8vco4fc8hz,19,2,0.0,37.0,0.222,0.0,0.0
5q3wggyza27kad8vco4fc8hz,20,2,0.0,37.0,0.268,0.0,0.0
5q3wggyza27kad8vco4fc8hz,21,2,2.0,39.0,0.287,1.0,0.0
5q3wggyza27kad8vco4fc8hz,22,2,2.0,39.0,0.326,1.0,1.0
5q3wggyza27kad8vco4fc8hz,23,2,2.0,39.0,0.327,1.0,0.0
5q3wggyza27kad8vco4fc8hz,24,2,1.0,38.0,0.343,0.0,0.0
5q3wggyza27kad8vco4fc8hz,25,2,2.0,39.0,0.076,1.0,1.0
5q3wggyza27kad8vco4fc8hz,26,2,2.0,39.0,0.327,1.0,1.0
5q3wggyza27kad8vco4fc8hz,27,2,2.0,39.0,0.233,1.0,1.0
5q3wggyza27kad8vco4fc8hz,28,2,2.0,39.0,0.283,1.0,1.0
5q3wggyza27kad8vco4fc8hz,29,2,2.0,39.0,0.249,1.0,1.0
5q3wggyza27kad8vco4fc8hz,30,2,2.0,39.0,0.103,1.0,1.0
5q3wggyza27kad8vco4fc8hz,31,0,2.0,39.0,0.123,0.0,0.0
5q3wggyza27kad8vco4fc8hz,32,0,2.0,39.0,0.546,0.0,1.0
5q3wggyza27kad8vco4fc8hz,33,0,2.0,39.0,0.355,0.0,0.0
5q3wggyza27kad8vco4fc8hz,34,0,0.0,37.0,0.206,1.0,1.0
5q3wggyza27kad8vco4fc8hz,35,0,0.0,37.0,0.268,1.0,1.0
5q3wggyza27kad8vco4fc8hz,36,0,0.0,37.0,0.014,1.0,1.0
5q3wggyza27kad8vco4fc8hz,37,0,0.0,37.0,0.338,1.0,0.0
5q3wggyza27kad8vco4fc8hz,38,0,0.0,37.0,0.151,1.0,1.0
5q3wggyza27kad8vco4fc8hz,39,0,0.0,37.0,0.342,1.0,1.0
5q3wggyza27kad8vco4fc8hz,40,0,0.0,37.0,0.305,1.0,1.0
5q3wggyza27kad8vco4fc8hz,41,0,0.0,37.0,0.317,1.0,1.0
5q3wggyza27kad8vco4fc8hz,42,0,0.0,37.0,0.298,1.0,0.0
5q3wggyza27kad8vco4fc8hz,43,0,0.0,37.0,0.164,1.0,1.0
5q3wggyza27kad8vco4fc8hz,44,0,0.0,37.0,0.238,1.0,1.0
5q3wggyza27kad8vco4fc8hz,45,0,0.0,37.0,0.176,1.0,1.0
5q3wggyza27kad8vco4fc8hz,46,1,0.0,37.0,0.243,0.0,1.0
5q3wggyza27kad8vco4fc8hz,47,1,0.0,37.0,0.117,0.0,0.0
5q3wggyza27kad8vco4fc8hz,48,1,0.0,37.0,0.217,0.0,0.0
5q3wggyza27kad8vco4fc8hz,49,1,0.0,37.0,0.066,0.0,1.0
5q3wggyza27kad8vco4fc8hz,50,1,0.0,37.0,0.151,0.0,0.0
5q3wggyza27kad8vco4fc8hz,51,1,0.0,37.0,0.136,0.0,0.0
5q3wggyza27kad8vco4fc8hz,52,1,0.0,37.0,0.186,0.0,0.0
5q3wggyza27kad8vco4fc8hz,53,1,0.0,37.0,0.069,0.0,0.0
5q3wggyza27kad8vco4fc8hz,54,1,1.0,38.0,0.448,1.0,0.0
5q3wggyza27kad8vco4fc8hz,55,1,2.0,39.0,0.275,0.0,0.0
5q3wggyza27kad8vco4fc8hz,56,1,1.0,38.0,0.17,1.0,0.0
5q3wggyza27kad8vco4fc8hz,57,1,1.0,38.0,0.233,1.0,1.0
5q3wggyza27kad8vco4fc8hz,58,1,1.0,38.0,0.283,1.0,0.0
5q3wggyza27kad8vco4fc8hz,59,1,0.0,37.0,0.161,0.0,0.0
5q3wggyza27kad8vco4fc8hz,60,1,0.0,37.0,0.142,0.0,0.0
5q3wggyza27kad8vco4fc8hz,61,0,0.0,37.0,0.152,1.0,1.0
5q3wggyza27kad8vco4fc8hz,62,0,0.0,37.0,0.22,1.0,1.0
5q3wggyza27kad8vco4fc8hz,63,0,0.0,37.0,0.362,1.0,1.0
5q3wggyza27kad8vco4fc8hz,64,0,0.0,37.0,0.302,1.0,1.0
5q3wggyza27kad8vco4fc8hz,65,0,0.0,37.0,0.226,1.0,1.0
5q3wggyza27kad8vco4fc8hz,66,0,0.0,37.0,0.288,1.0,1.0
5q3wggyza27kad8vco4fc8hz,67,0,0.0,37.0,0.216,1.0,1.0
5q3wggyza27kad8vco4fc8hz,68,0,0.0,37.0,0.254,1.0,0.0
5q3wggyza27kad8vco4fc8hz,69,0,1.0,38.0,0.02,0.0,1.0
5q3wggyza27kad8vco4fc8hz,70,0,1.0,38.0,0.237,0.0,0.0
5q3wggyza27kad8vco4fc8hz,71,0,1.0,38.0,0.27,0.0,1.0
5q3wggyza27kad8vco4fc8hz,72,0,1.0,38.0,0.252,0.0,0.0
5q3wggyza27kad8vco4fc8hz,73,0,2.0,39.0,0.198,0.0,1.0
5q3wggyza27kad8vco4fc8hz,74,0,2.0,39.0,0.318,0.0,0.0
5q3wggyza27kad8vco4fc8hz,75,0,2.0,39.0,0.058,0.0,0.0
5q3wggyza27kad8vco4fc8hz,76,1,2.0,39.0,0.347,0.0,1.0
5q3wggyza27kad8vco4fc8hz,77,1,2.0,39.0,0.375,0.0,0.0
5q3wggyza27kad8vco4fc8hz,78,1,0.0,37.0,0.488,0.0,0.0
5q3wggyza27kad8vco4fc8hz,79,1,0.0,37.0,0.334,0.0,1.0
5q3wggyza27kad8vco4fc8hz,80,1,0.0,37.0,0.17,0.0,0.0
5q3wggyza27kad8vco4fc8hz,81,1,0.0,37.0,0.24,0.0,1.0
5q3wggyza27kad8vco4fc8hz,82,1,0.0,37.0,0.123,0.0,1.0
5q3wggyza27kad8vco4fc8hz,83,1,0.0,37.0,0.272,0.0,0.0
5q3wggyza27kad8vco4fc8hz,84,1,0.0,37.0,0.114,0.0,0.0
5q3wggyza27kad8vco4fc8hz,85,1,0.0,37.0,0.11,0.0,0.0
5q3wggyza27kad8vco4fc8hz,86,1,0.0,37.0,0.08,0.0,0.0
5q3wggyza27kad8vco4fc8hz,87,1,1.0,38.0,0.133,1.0,1.0
5q3wggyza27kad8vco4fc8hz,88,1,1.0,38.0,0.203,1.0,1.0
5q3wggyza27kad8vco4fc8hz,89,1,1.0,38.0,0.187,1.0,0.0
5q3wggyza27kad8vco4fc8hz,90,1,2.0,39.0,0.243,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,1,2,0.0,37.0,5.271,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,2,2,1.0,38.0,2.879,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,3,2,1.0,38.0,0.572,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,4,2,2.0,39.0,0.121,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,5,2,0.0,37.0,0.962,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,6,2,1.0,38.0,0.04,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,7,2,2.0,39.0,0.333,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,8,2,2.0,39.0,0.05,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,9,2,2.0,39.0,0.031,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,10,2,2.0,39.0,0.044,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,11,2,2.0,39.0,0.044,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,12,2,0.0,37.0,0.591,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,13,2,2.0,39.0,0.448,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,14,2,2.0,39.0,0.049,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,15,2,2.0,39.0,0.046,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,16,1,2.0,39.0,0.047,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,17,1,1.0,38.0,0.193,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,18,1,1.0,38.0,0.0,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,19,1,1.0,38.0,0.042,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,20,1,1.0,38.0,0.057,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,21,1,1.0,38.0,0.074,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,22,1,1.0,38.0,0.108,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,23,1,1.0,38.0,0.045,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,24,1,1.0,38.0,0.105,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,25,1,1.0,38.0,0.064,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,26,1,1.0,38.0,0.0,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,27,1,1.0,38.0,0.091,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,28,1,1.0,38.0,0.033,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,29,1,1.0,38.0,0.16,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,30,1,1.0,38.0,0.131,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,31,2,1.0,38.0,0.039,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,32,2,0.0,37.0,0.052,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,33,2,2.0,39.0,0.275,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,34,2,2.0,39.0,0.098,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,35,2,2.0,39.0,0.083,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,36,2,2.0,39.0,0.066,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,37,2,2.0,39.0,0.032,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,38,2,2.0,39.0,0.261,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,39,2,2.0,39.0,0.474,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,40,2,2.0,39.0,0.162,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,41,2,2.0,39.0,0.04,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,42,2,2.0,39.0,0.018,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,43,2,2.0,39.0,0.1,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,44,2,2.0,39.0,0.043,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,45,2,2.0,39.0,0.251,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,46,0,2.0,39.0,0.027,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,47,0,2.0,39.0,0.185,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,48,0,1.0,38.0,0.114,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,49,0,1.0,38.0,0.179,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,50,0,0.0,37.0,0.021,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,51,0,0.0,37.0,0.013,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,52,0,0.0,37.0,0.118,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,53,0,0.0,37.0,0.0,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,54,0,0.0,37.0,0.162,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,55,0,0.0,37.0,0.106,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,56,0,0.0,37.0,0.088,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,57,0,0.0,37.0,0.195,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,58,0,0.0,37.0,0.173,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,59,0,0.0,37.0,0.175,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,60,0,0.0,37.0,0.073,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,61,1,0.0,37.0,0.047,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,62,1,0.0,37.0,0.051,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,63,1,1.0,38.0,0.019,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,64,1,1.0,38.0,0.122,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,65,1,1.0,38.0,0.066,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,66,1,1.0,38.0,0.043,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,67,1,1.0,38.0,0.0,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,68,1,1.0,38.0,0.12,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,69,1,1.0,38.0,0.135,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,70,1,1.0,38.0,0.135,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,71,1,1.0,38.0,0.089,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,72,1,1.0,38.0,0.13,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,73,1,1.0,38.0,0.066,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,74,1,1.0,38.0,0.059,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,75,1,1.0,38.0,0.08,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,76,2,1.0,38.0,0.128,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,77,2,1.0,38.0,0.05,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,78,2,1.0,38.0,0.081,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,79,2,2.0,39.0,0.0,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,80,2,0.0,37.0,0.061,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,81,2,1.0,38.0,0.02,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,82,2,2.0,39.0,0.144,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,83,2,2.0,39.0,0.048,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,84,2,2.0,39.0,0.117,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,85,2,2.0,39.0,0.043,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,86,2,2.0,39.0,0.089,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,87,2,2.0,39.0,0.022,1.0,1.0
6u7g7i5nf80uce7o3l13o30f,88,2,2.0,39.0,0.159,1.0,0.0
6u7g7i5nf80uce7o3l13o30f,89,2,0.0,37.0,0.088,0.0,0.0
6u7g7i5nf80uce7o3l13o30f,90,2,1.0,38.0,0.124,0.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,1,0,2.0,39.0,2.669,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,2,0,2.0,39.0,2.106,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,3,0,1.0,38.0,0.73,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,4,0,0.0,37.0,0.642,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,5,0,2.0,39.0,2.037,0.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,6,0,0.0,37.0,1.267,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,7,0,0.0,37.0,1.051,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,8,0,1.0,38.0,1.076,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,9,0,0.0,37.0,0.485,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,10,0,0.0,37.0,0.772,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,11,0,0.0,37.0,0.861,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,12,0,0.0,37.0,0.663,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,13,0,0.0,37.0,0.697,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,14,0,0.0,37.0,0.781,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,15,0,0.0,37.0,0.485,1.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,16,1,0.0,37.0,0.426,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,17,1,2.0,39.0,0.395,0.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,18,1,2.0,39.0,0.511,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,19,1,1.0,38.0,0.411,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,20,1,1.0,38.0,0.498,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,21,1,1.0,38.0,0.5,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,22,1,1.0,38.0,0.451,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,23,1,1.0,38.0,1.405,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,24,1,1.0,38.0,0.47,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,25,1,1.0,38.0,0.314,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,26,1,1.0,38.0,0.34,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,27,1,1.0,38.0,0.316,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,28,1,1.0,38.0,0.282,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,29,1,1.0,38.0,0.412,1.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,30,1,1.0,38.0,0.332,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,31,2,1.0,38.0,0.289,0.0,0.0
ckcmgqmyrb64e0f49hqcbdc3,32,2,2.0,39.0,0.275,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,33,2,2.0,39.0,0.308,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,34,2,2.0,39.0,0.317,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,35,2,2.0,39.0,0.311,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,36,2,2.0,39.0,0.435,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,37,2,2.0,39.0,0.331,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,38,2,2.0,39.0,0.394,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,39,2,2.0,39.0,0.346,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,40,2,2.0,39.0,0.291,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,41,2,2.0,39.0,0.299,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,42,2,2.0,39.0,0.34,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,43,2,2.0,39.0,0.342,1.0,1.0
ckcmgqmyrb64e0f49hqcbdc3,44,2,2.0,39.0,0.324,1.0,1.0
