subject,trial,correct,choice,key,rt,accuracy,outcome
waf7sad8ssd01oqiyprkimhg,45,1,1.0,38.0,0.07,1.0,1.0
waf7sad8ssd01oqiyprkimhg,46,2,1.0,38.0,0.256,0.0,0.0
waf7sad8ssd01oqiyprkimhg,47,2,0.0,37.0,0.107,0.0,0.0
waf7sad8ssd01oqiyprkimhg,48,2,2.0,39.0,0.903,1.0,1.0
waf7sad8ssd01oqiyprkimhg,49,2,2.0,39.0,0.206,1.0,1.0
waf7sad8ssd01oqiyprkimhg,50,2,2.0,39.0,0.304,1.0,1.0
waf7sad8ssd01oqiyprkimhg,51,2,2.0,39.0,0.069,1.0,1.0
waf7sad8ssd01oqiyprkimhg,52,2,2.0,39.0,0.287,1.0,1.0
waf7sad8ssd01oqiyprkimhg,53,2,2.0,39.0,0.251,1.0,0.0
waf7sad8ssd01oqiyprkimhg,54,2,1.0,38.0,0.0,0.0,1.0
waf7sad8ssd01oqiyprkimhg,55,2,1.0,38.0,0.764,0.0,1.0
waf7sad8ssd01oqiyprkimhg,56,2,1.0,38.0,0.263,0.0,0.0
waf7sad8ssd01oqiyprkimhg,57,2,2.0,39.0,0.212,1.0,1.0
waf7sad8ssd01oqiyprkimhg,58,2,2.0,39.0,0.147,1.0,1.0
waf7sad8ssd01oqiyprkimhg,59,2,2.0,39.0,0.165,1.0,1.0
waf7sad8ssd01oqiyprkimhg,60,2,2.0,39.0,0.219,1.0,1.0
waf7sad8ssd01oqiyprkimhg,61,0,2.0,39.0,0.079,0.0,1.0
waf7sad8ssd01oqiyprkimhg,62,0,2.0,39.0,0.244,0.0,0.0
waf7sad8ssd01oqiyprkimhg,63,0,1.0,38.0,0.368,0.0,0.0
waf7sad8ssd01oqiyprkimhg,64,0,0.0,37.0,0.369,1.0,1.0
waf7sad8ssd01oqiyprkimhg,65,0,0.0,37.0,0.767,1.0,1.0
waf7sad8ssd01oqiyprkimhg,66,0,0.0,37.0,0.311,1.0,1.0
waf7sad8ssd01oqiyprkimhg,67,0,0.0,37.0,0.23,1.0,1.0
waf7sad8ssd01oqiyprkimhg,68,0,0.0,37.0,0.233,1.0,1.0
waf7sad8ssd01oqiyprkimhg,69,0,0.0,37.0,0.228,1.0,1.0
waf7sad8ssd01oqiyprkimhg,70,0,0.0,37.0,0.26,1.0,1.0
waf7sad8ssd01oqiyprkimhg,71,0,0.0,37.0,0.141,1.0,1.0
waf7sad8ssd01oqiyprkimhg,72,0,0.0,37.0,0.292,1.0,1.0
waf7sad8ssd01oqiyprkimhg,73,0,0.0,37.0,0.234,1.0,1.0
waf7sad8ssd01oqiyprkimhg,74,0,0.0,37.0,0.304,1.0,1.0
waf7sad8ssd01oqiyprkimhg,75,0,0.0,37.0,0.281,1.0,1.0
waf7sad8ssd01oqiyprkimhg,76,2,0.0,37.0,0.264,0.0,0.0
waf7sad8ssd01oqiyprkimhg,77,2,1.0,38.0,0.168,0.0,0.0
waf7sad8ssd01oqiyprkimhg,78,2,2.0,39.0,0.0,1.0,1.0
waf7sad8ssd01oqiyprkimhg,79,2,2.0,39.0,0.075,1.0,1.0
waf7sad8ssd01oqiyprkimhg,80,2,2.0,39.0,0.581,1.0,0.0
waf7sad8ssd01oqiyprkimhg,81,2,0.0,37.0,0.624,0.0,0.0
waf7sad8ssd01oqiyprkimhg,82,2,1.0,38.0,0.317,0.0,1.0
waf7sad8ssd01oqiyprkimhg,83,2,1.0,38.0,0.222,0.0,1.0
waf7sad8ssd01oqiyprkimhg,84,2,1.0,38.0,0.024,0.0,0.0
waf7sad8ssd01oqiyprkimhg,85,2,2.0,39.0,0.516,1.0,1.0
waf7sad8ssd01oqiyprkimhg,86,2,2.0,39.0,0.534,1.0,0.0
waf7sad8ssd01oqiyprkimhg,87,2,0.0,37.0,0.383,0.0,0.0
waf7sad8ssd01oqiyprkimhg,88,2,1.0,38.0,0.31,0.0,0.0
waf7sad8ssd01oqiyprkimhg,89,2,2.0,39.0,0.285,1.0,1.0
waf7sad8ssd01oqiyprkimhg,90,2,2.0,39.0,0.313,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,1,1,1.0,38.0,3.327,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,2,1,1.0,38.0,1.228,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,3,1,1.0,38.0,0.662,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,4,1,1.0,38.0,0.454,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,5,1,1.0,38.0,0.462,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,6,1,1.0,38.0,0.286,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,7,1,1.0,38.0,0.351,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,8,1,1.0,38.0,0.285,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,9,1,1.0,38.0,0.262,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,10,1,1.0,38.0,0.285,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,11,1,1.0,38.0,0.326,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,12,1,1.0,38.0,1.445,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,13,1,1.0,38.0,0.455,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,14,1,1.0,38.0,0.349,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,15,1,1.0,38.0,0.734,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,16,2,1.0,38.0,0.454,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,17,2,1.0,38.0,0.374,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,18,2,2.0,39.0,0.502,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,19,2,2.0,39.0,0.271,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,20,2,2.0,39.0,0.287,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,21,2,2.0,39.0,0.301,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,22,2,2.0,39.0,0.319,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,23,2,2.0,39.0,0.397,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,24,2,2.0,39.0,0.389,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,25,2,2.0,39.0,0.546,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,26,2,2.0,39.0,0.213,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,27,2,2.0,39.0,0.286,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,28,2,0.0,37.0,0.254,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,29,2,0.0,37.0,0.093,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,30,2,1.0,38.0,0.318,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,31,0,1.0,38.0,0.238,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,32,0,2.0,39.0,1.438,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,33,0,2.0,39.0,0.037,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,34,0,2.0,39.0,0.327,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,35,0,2.0,39.0,0.309,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,36,0,2.0,39.0,0.286,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,37,0,2.0,39.0,0.358,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,38,0,0.0,37.0,0.301,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,39,0,0.0,37.0,0.206,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,40,0,0.0,37.0,0.27,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,41,0,0.0,37.0,0.229,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,42,0,0.0,37.0,0.325,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,43,0,1.0,38.0,0.462,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,44,0,1.0,38.0,0.573,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,45,0,1.0,38.0,0.438,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,46,1,0.0,37.0,0.182,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,47,1,0.0,37.0,0.238,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,48,1,0.0,37.0,0.534,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,49,1,2.0,39.0,0.309,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,50,1,2.0,39.0,0.221,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,51,1,2.0,39.0,0.494,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,52,1,2.0,39.0,0.286,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,53,1,0.0,37.0,0.286,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,54,1,0.0,37.0,0.19,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,55,1,1.0,38.0,0.207,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,56,1,1.0,38.0,0.261,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,57,1,1.0,38.0,0.238,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,58,1,1.0,38.0,0.341,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,59,1,1.0,38.0,0.262,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,60,1,1.0,38.0,0.694,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,61,2,1.0,38.0,0.294,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,62,2,1.0,38.0,0.341,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,63,2,2.0,39.0,0.125,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,64,2,2.0,39.0,0.966,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,65,2,2.0,39.0,0.686,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,66,2,2.0,39.0,0.358,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,67,2,2.0,39.0,0.358,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,68,2,2.0,39.0,0.366,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,69,2,2.0,39.0,0.285,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,70,2,2.0,39.0,0.35,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,71,2,2.0,39.0,0.286,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,72,2,2.0,39.0,0.261,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,73,2,0.0,37.0,0.286,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,74,2,0.0,37.0,0.213,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,75,2,0.0,37.0,0.277,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,76,0,0.0,37.0,0.293,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,77,0,0.0,37.0,0.406,1.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,78,0,0.0,37.0,0.301,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,79,0,1.0,38.0,0.469,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,80,0,1.0,38.0,0.245,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,81,0,2.0,39.0,0.238,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,82,0,0.0,37.0,0.095,1.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,83,0,1.0,38.0,0.318,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,84,0,1.0,38.0,0.35,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,85,0,1.0,38.0,0.357,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,86,0,2.0,39.0,0.342,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,87,0,2.0,39.0,0.254,0.0,0.0
wn6swqgn6ik1rus5wq0xwfpf,88,0,2.0,39.0,0.302,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,89,0,2.0,39.0,0.534,0.0,1.0
wn6swqgn6ik1rus5wq0xwfpf,90,0,2.0,39.0,0.477,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,1,0,1.0,38.0,4.076,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,2,0,0.0,37.0,0.905,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,3,0,0.0,37.0,3.54,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,4,0,2.0,39.0,2.801,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,5,0,2.0,39.0,1.035,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,6,0,1.0,38.0,0.879,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,7,0,1.0,38.0,1.198,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,8,0,0.0,37.0,0.601,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,9,0,0.0,37.0,3.111,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,10,0,0.0,37.0,1.018,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,11,0,0.0,37.0,3.768,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,12,0,0.0,37.0,2.789,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,13,0,2.0,39.0,0.915,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,14,0,0.0,37.0,0.107,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,15,0,0.0,37.0,0.084,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,16,1,0.0,37.0,0.059,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,17,1,0.0,37.0,0.01,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,18,1,1.0,38.0,0.051,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,19,1,1.0,38.0,0.141,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,20,1,1.0,38.0,0.18,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,21,1,1.0,38.0,0.143,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,22,1,2.0,39.0,0.005,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,23,1,2.0,39.0,0.087,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,24,1,1.0,38.0,0.0,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,25,1,1.0,38.0,0.176,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,26,1,2.0,39.0,0.189,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,27,1,1.0,38.0,0.055,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,28,1,1.0,38.0,0.003,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,29,1,1.0,38.0,0.047,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,30,1,1.0,38.0,0.005,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,31,0,2.0,39.0,0.468,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,32,0,2.0,39.0,0.098,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,33,0,0.0,37.0,0.108,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,34,0,0.0,37.0,0.047,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,35,0,0.0,37.0,0.047,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,36,0,1.0,38.0,0.1,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,37,0,0.0,37.0,0.174,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,38,0,0.0,37.0,0.125,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,39,0,2.0,39.0,0.184,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,40,0,0.0,37.0,0.166,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,41,0,1.0,38.0,0.062,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,42,0,2.0,39.0,0.169,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,43,0,0.0,37.0,0.42,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,44,0,0.0,37.0,0.232,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,45,0,0.0,37.0,0.005,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,46,1,1.0,38.0,0.09,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,47,1,1.0,38.0,0.135,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,48,1,2.0,39.0,0.124,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,49,1,1.0,38.0,0.074,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,50,1,1.0,38.0,0.068,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,51,1,1.0,38.0,0.107,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,52,1,2.0,39.0,0.095,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,53,1,1.0,38.0,0.164,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,54,1,1.0,38.0,0.058,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,55,1,1.0,38.0,0.056,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,56,1,1.0,38.0,0.111,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,57,1,0.0,37.0,0.098,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,58,1,1.0,38.0,0.215,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,59,1,1.0,38.0,0.126,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,60,1,1.0,38.0,0.116,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,61,0,1.0,38.0,0.169,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,62,0,2.0,39.0,0.126,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,63,0,0.0,37.0,0.075,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,64,0,1.0,38.0,0.295,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,65,0,1.0,38.0,0.14,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,66,0,0.0,37.0,0.107,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,67,0,2.0,39.0,0.008,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,68,0,0.0,37.0,0.044,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,69,0,0.0,37.0,0.14,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,70,0,0.0,37.0,0.133,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,71,0,0.0,37.0,0.007,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,72,0,0.0,37.0,0.047,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,73,0,0.0,37.0,0.005,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,74,0,0.0,37.0,0.177,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,75,0,0.0,37.0,0.726,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,76,2,0.0,37.0,0.108,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,77,2,2.0,39.0,0.103,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,78,2,2.0,39.0,0.054,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,79,2,2.0,39.0,0.125,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,80,2,2.0,39.0,0.131,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,81,2,1.0,38.0,0.09,0.0,0.0
z4fa5gxv2n8kevw9qhl9inry,82,2,2.0,39.0,0.128,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,83,2,1.0,38.0,0.107,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,84,2,2.0,39.0,0.23,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,85,2,0.0,37.0,0.038,0.0,1.0
z4fa5gxv2n8kevw9qhl9inry,86,2,2.0,39.0,0.041,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,87,2,2.0,39.0,0.403,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,88,2,2.0,39.0,0.047,1.0,0.0
z4fa5gxv2n8kevw9qhl9inry,89,2,2.0,39.0,2.478,1.0,1.0
z4fa5gxv2n8kevw9qhl9inry,90,2,1.0,38.0,0.466,0.0,1.0
