platform,subject,total,interactions,age,gender-categorical,gender-free-response,ethnicity,race,education
prolific,12nt8v2ffq6dakyi6ogri658,23.11,1,65,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,1nbpphzyv4kltogxnjpe9gcf,22.56,1,42,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,1p6derdbvddvy27eqaqq0hbq,26.22,1,33,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,1tcfs07jvo1sz2rj3y0n84e0,18.63,1,34,Male,,Rather not say,['White'],Associate degree
prolific,1vn3t8qrfznvmoho2xs802b0,23.18,1,23,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,1zai1redh719oqydr4cs3vd6,19.96,1,47,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,257x1hb96j6qcfs2l0j5n4k6,20.42,1,48,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,2bjxrppeooocweyyujbn6qk7,19.01,2,24,Male,,Not Hispanic or Latino,['Asian'],Some college
prolific,2zqpou4phq2m0xbul916ewkh,20.59,2,33,Other,Genderqueer,Hispanic or Latino,"['American Indian/Alaska Native', 'Asian', 'Native Hawaiian or other Pacific Islander', 'Black or African American', 'White']",Bachelor degree
prolific,34ksw3omnc9vhydybc8smx7x,20.65,1,29,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,37c50lv6zuyruxvfazy2vldm,28.9,3,48,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,382wgsvnd8sti5d8hujd7249,63.9,3,40,Male,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,384ladtgr63ztr04ga1k3xf8,22.78,2,20,Female,,Not Hispanic or Latino,['White'],Some college
prolific,3lw740p8o08tcxssvpyudafl,31.84,41,58,Female,,Not Hispanic or Latino,['White'],Some college
prolific,3x3kmuh4w798bjgbgiq5i1a1,17.8,1,34,Female,,Not Hispanic or Latino,['White'],Some college
prolific,43ruv514ombj94zvo2j77e9r,24.35,14,48,Male,,Not Hispanic or Latino,['White'],Some college
prolific,4p1timf30pp1dlf0nll0fwgx,24.65,1,20,Female,,Not Hispanic or Latino,['Asian'],High school
prolific,4u5rimez0dm5mpec64vu7xun,28.13,5,33,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,4vuls9jvdjikhbmmqfrlou2j,16.71,1,26,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,4wwt6jsgb9xp23tq5m1n36fm,19.76,3,37,Male,,Not Hispanic or Latino,['White'],High school
prolific,59qqyefbs8awpnidknymlf6a,16.92,2,34,Male,,Not Hispanic or Latino,['White'],Associate degree
prolific,5a131r8uxgoe2bm4yhrjte49,19.84,3,37,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,5d5olhwq2wimhfml0wy69g6s,17.85,1,23,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,5dq4wt9oxfzv68sxrag5e79t,26.08,5,36,Female,,Not Hispanic or Latino,['White'],High school
prolific,5j5mcgfy09at5fyb22zhi2d3,19.15,1,49,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,5jd6erp8x2eqounvjj98zdsf,37.3,2,55,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,5pxnm7sukoqgngsqnp0mv7i9,17.45,1,26,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,5z9v2ryycut8u8hwyjqgg73f,21.26,1,48,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,657973204m3henx8rmanaor0,18.12,1,31,Female,,Not Hispanic or Latino,"['Black or African American', 'White']",High school
prolific,66tr8bab3lutzcj82mg8n1av,17.99,1,26,Male,,Not Hispanic or Latino,['White'],Some college
prolific,6i9ifk21e1x3wxu6exh76qpc,26.47,1,21,Female,,Not Hispanic or Latino,['Black or African American'],Bachelor degree
prolific,6ks2exlsepug0yrkie0xodcn,21.1,10,25,Male,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,6qgap2k83f5klrrb93unfw9v,21.41,3,39,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,6ugl2534otu1q3varrk0iczz,20.66,1,21,Female,,Hispanic or Latino,['White'],Bachelor degree
prolific,6xk6yejeauxzcbe2mc17hq6k,19.02,1,26,Female,,Not Hispanic or Latino,"['American Indian/Alaska Native', 'White']",Associate degree
prolific,7149kr4102nwabse179yfc3i,19.42,1,28,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,72z6yo65cl791bmozpo4ieps,16.84,1,25,Female,,Not Hispanic or Latino,['Asian'],High school
prolific,7878vecjapkgzfos6te8eg6y,15.97,4,39,Male,,Not Hispanic or Latino,['White'],Some college
prolific,7g6t76jdf27s94vfkxyq0du8,17.82,0,31,Male,,Hispanic or Latino,['White'],Associate degree
prolific,7sbb05iaugzaynshtjhn451d,23.31,13,33,Male,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,7wle9rqnbvs8ynjhhu6o63q0,15.77,2,29,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,7x1njn5k029fl459rs290xcp,26.59,3,33,Female,,Hispanic or Latino,['White'],Bachelor degree
prolific,893ty9pmay717337m0a02dfb,15.98,1,26,Male,,Not Hispanic or Latino,['White'],Some college
prolific,8b8fb9wrxuaiu648hr70pfoo,17.18,1,25,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,8x3kb15ikujsl76kx45zqewr,22.94,1,35,Female,,Rather not say,"['Asian', 'White']",Bachelor degree
prolific,93ba929o9rliza6quzy8ep5o,66.63,2,76,Male,,Not Hispanic or Latino,['White'],Some college
prolific,9qrpae47d23eevhs6fvcfml0,20.3,1,34,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,9qx0zsyw0jhb7gdoyyd46vqp,17.54,3,22,Female,,Not Hispanic or Latino,['Black or African American'],Associate degree
prolific,9wg1ljd3g5ten108z5o6bykw,15.84,6,26,Female,,Not Hispanic or Latino,"['Asian', 'Native Hawaiian or other Pacific Islander']",Bachelor degree
prolific,9yplawi1jqxdp7b05a19nrjr,23.05,3,34,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,a9t1zb8cmmad0b2d1nuj8iel,26.15,2,40,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,ab2cisoreqaymzppbzwtuk8u,21.39,3,20,Male,,Not Hispanic or Latino,['Asian'],High school
prolific,ahwaq9kscb9832pg4vd6xpy9,25.91,34,42,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,aizyfgwj0955btutxxtk4qw0,19.04,1,26,Female,,Not Hispanic or Latino,['White'],Some college
prolific,als9tmnggbff9b7bmklr7tpn,38.45,3,42,Male,,Not Hispanic or Latino,['Black or African American'],Associate degree
prolific,aqgrd6d851o1i3jbdzz0le07,18.79,1,19,Female,,Not Hispanic or Latino,['White'],Some college
prolific,asy8ctu3u12f03avhncx9ifz,34.35,1,63,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,b6tuedxfxi8lbd8fzfrh1ct1,15.65,1,19,Female,,Not Hispanic or Latino,['White'],High school
prolific,br9eyguwenyycjsnos16b26y,17.89,2,29,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,c1jwhk20c7jpj17aron5h9ue,29.99,4,52,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,c7c1j7lk70r7fu2byi9azbr4,37.27,3,22,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,c7vvvbo2d87dr94npk3pseoh,20.23,7,35,Male,,Not Hispanic or Latino,"['Asian', 'White']",Associate degree
prolific,c8bh3ny1trtn82bmg2ucahns,39.53,30,31,Male,,Not Hispanic or Latino,['White'],Some college
prolific,cp3eijyznqyvkq8uirlq7mdn,16.41,1,28,Male,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,ct5pvmj6pxggr6vkt55l4y0q,19.1,1,25,Female,,Not Hispanic or Latino,['White'],Some college
prolific,cuibczo7f87ve5jstagcrx3c,29.63,2,51,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,d5da21mkleu96hhpxvduf1dn,19.67,1,26,Male,,Not Hispanic or Latino,['White'],Associate degree
prolific,d72wkg38bljdq4h1pydeek5u,19.7,1,37,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,devmfr9aifpivdq5zxt7vnfg,20.65,1,26,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,dgnujns05946ptszresrw0pv,15.48,1,21,Female,,Not Hispanic or Latino,['Asian'],Some college
prolific,di3cbcdatg3d706au0m9y2us,18.68,1,56,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,dmtoofs22fbx3uuanyfiudhb,36.73,13,34,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,dmuztkeglco86zl20h5mb15d,18.35,5,19,Female,,Not Hispanic or Latino,['Asian'],Some college
prolific,drvw9oc3bl7qtlqqrgwr9f7f,19.65,1,45,Female,,Not Hispanic or Latino,['White'],High school
prolific,dyo8qz1ux1xsafr692zdkjkp,22.56,2,29,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,e08kjjy9ys5ujgeei2ydaz1a,16.35,2,32,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,ec6ausmi02zmnanm4kdzd9kc,31.21,8,42,Male,,Not Hispanic or Latino,['White'],High school
prolific,enwokwnmv00idz5j5elsl7k0,21.51,1,42,Male,,Rather not say,['Asian'],Bachelor degree
prolific,eplp09mygiexbnagqwlt5scn,224.31,8,24,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,etm3yqjz3a4yw6o9q73rtsra,21.84,2,24,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,f9sqabv6r76hv0xrngyk2a0j,25.68,1,44,Male,,Not Hispanic or Latino,['White'],Some college
prolific,fi9wbgp2lgcx2yruj2w4cb8t,19.13,18,29,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,g0m35fgnzwq5tsmqgotl355u,18.52,1,36,Male,,Not Hispanic or Latino,['White'],Associate degree
prolific,gn81o2kud6coc0cq07m3hpzx,18.2,1,42,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,h317b5xkl70l63yn31r3rvtf,17.14,1,23,Female,,Not Hispanic or Latino,['White'],Some college
prolific,h6tot50im76pdab4nk4x1vr2,16.03,10,22,Female,,Not Hispanic or Latino,['White'],Some college
prolific,ha2muzcawperlmlqxdhem8ch,19.16,1,42,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,hdrk1wq0zq0zlr157v8cqjuz,20.37,1,36,Male,,Not Hispanic or Latino,['White'],High school
prolific,hqhsirqz4ggh8050cgdg8wob,18.33,1,30,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,hxqftajl74dyu4o7jc43on4v,16.05,1,36,Female,,Not Hispanic or Latino,"['Black or African American', 'White']",Bachelor degree
prolific,i3ovru3whh9ud80rklo21ixr,19.34,1,23,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,iqb2dfkqgo1hu3t7qd7wif66,21.18,1,26,Other,non-binary,Not Hispanic or Latino,['White'],Some college
prolific,irogvuv9pa2un8912xd5tri3,21.25,4,36,Male,,Not Hispanic or Latino,['White'],High school
prolific,j15iyien3lekra4yhc7evtkv,22.47,1,27,Male,,Hispanic or Latino,['Black or African American'],Master degree or higher
prolific,j1dadluxu5gj2st6o3bsx5ju,21.29,1,35,Female,,Not Hispanic or Latino,['White'],Some college
prolific,j2riqwlpjd4cydchnke5bodp,25.99,1,47,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,j4r9bb7i8ezlo64sf4ezrpbz,20.85,1,29,Female,,Not Hispanic or Latino,['White'],Some college
prolific,j61jsjqufwz87z6tih19kfkw,22.12,3,24,Male,,Rather not say,['Asian'],Some college
prolific,ji96uigw5vg5w04929pwcvl4,18.27,1,23,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,jw9vltee11y83bs6d9nn6nqs,32.09,3,25,Female,,Hispanic or Latino,['Rather not say'],Some college
prolific,jyx65evj9vh2yiebxn2ciz3i,21.83,1,24,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,k2d4ri9tdj2asebetk93tza8,17.78,2,26,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,kno8qo8dj8603cisistdu3kz,20.32,1,49,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,kyiot2ax9frxm5mcquova6fa,22.51,1,44,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,kz33r69kq63n1s3926br1zr0,24.72,4,54,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,l2apszqev2oi88md3mmg2mpb,14.29,1,37,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,l2rjguffcfrwy6cyndvxs24l,16.36,1,21,Female,,Not Hispanic or Latino,['Asian'],Some college
prolific,lrip2jufcaw29agpp7kttq1g,18.7,1,43,Male,,Not Hispanic or Latino,['White'],Some college
prolific,lrs9cirp2ab1x1arsjoi3xjs,19.08,28,19,Female,,Not Hispanic or Latino,['Black or African American'],High school
prolific,ltx52ngbxdl15fvqhxncow4p,40.25,17,23,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,m68sd7ikdrs2ke31dszmfxtx,21.01,1,48,Male,,Not Hispanic or Latino,['White'],High school
prolific,mb0cqykch15iwjlwlt8zgmut,17.14,1,40,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,mh65w9dnoqb9fwgpf5hwzq7m,20.36,10,52,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,mk21p0g10uhq6be51icmnx1v,20.0,10,44,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,mnht4ibsf6v1qcm6fdvksok8,18.6,1,36,Other,nonbinary,Not Hispanic or Latino,['White'],Associate degree
prolific,mnsc4x3ur3mjrrvyxagugq7d,17.27,1,34,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,mv3nc93cf3qnhj7wlerv56vz,17.83,7,32,Male,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,mya6qkyqurm9qln4ufx5x0fb,15.76,1,26,Male,,Rather not say,['Rather not say'],High school
prolific,n0l9lmlk3y3lntuf3av6vc1b,19.18,7,28,Female,,Hispanic or Latino,['White'],Associate degree
prolific,nnxs7sswddflgn61vys9ja9x,17.37,1,42,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,nriu1vhzpwntcf1wcp5fy5ch,20.73,4,32,Male,,Not Hispanic or Latino,['Black or African American'],Bachelor degree
prolific,nsse2bvrjalmhiela58tzer3,24.02,2,39,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,o1cdcb2gz9bihhcij2cxcv9y,17.51,4,22,Other,nonbinary,Not Hispanic or Latino,['White'],Associate degree
prolific,o5ghloh1n1014qqhukei2loe,24.62,1,58,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,o8n4d40vsvnz5lcl4p82fpsj,38.01,1,46,Male,,Rather not say,['Black or African American'],Master degree or higher
prolific,obgqh8lchbfrskrziom5nvi8,38.47,1,37,Female,,Hispanic or Latino,['White'],Associate degree
prolific,oeueyrktekmfxjk3n1dttl03,17.28,1,59,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,oisanyqz4dnsyca3pjplzmwy,16.98,1,21,Male,,Not Hispanic or Latino,['White'],High school
prolific,ono5nho6n189shcidcomekom,22.12,2,41,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,onqadece461ccorqoieigedv,21.26,1,21,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,ougurbzmiyznloghy2l7a4vv,18.66,1,23,Male,,Rather not say,['Rather not say'],Some college
prolific,ov4glw9arkof0torcic6m7f3,22.1,1,34,Female,,Not Hispanic or Latino,['White'],High school
prolific,ovikuz64qf6z5mb7xwlbc377,31.95,3,34,Male,,Rather not say,['White'],Master degree or higher
prolific,oytslsoufzorloc5oqofb6bv,18.41,1,22,Female,,Not Hispanic or Latino,['White'],Some college
prolific,oyvvs4xb2ghxyhfplwtt2pb9,20.87,8,26,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,p86ckuixn5f7bw4is8gzr3p8,20.35,1,19,Female,,Not Hispanic or Latino,['Asian'],Some college
prolific,pgvzp4pgo90010z23928drwh,17.56,1,25,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,pkm05gj2n301ju3eok6zwmuk,18.32,1,36,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,pl9tk57m96rzhbgzl006jp1o,19.35,4,33,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,pmld76s9grkxjaid04tl7ul7,20.73,1,23,Female,,Not Hispanic or Latino,"['Asian', 'White']",Bachelor degree
prolific,qk3zcksu84bni3awc1n556qk,31.47,2,59,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,qwu9vk97840mxdvq8lvuo8r1,24.47,1,42,Male,,Not Hispanic or Latino,['White'],Some college
prolific,qwybh30c4w4iipd4ot85dmpy,16.81,1,40,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,r8mcrx16g6ttdkcdd3vbh6sv,20.92,1,20,Female,,Not Hispanic or Latino,['White'],Some college
prolific,reosvhjm5my2ske6lttpd1kk,19.08,1,28,Male,,Hispanic or Latino,['White'],Bachelor degree
prolific,rgaih9iy1glfa6ij6hgqmb2u,21.88,1,55,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,rgospxkazckd2k69ylg41csv,19.1,1,43,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,rww7fnx8rtokickn64qa4wuf,16.51,1,30,Female,,Not Hispanic or Latino,['Rather not say'],Some college
prolific,s00aorgelxed71ouc1ign5jq,25.2,1,27,Male,,Not Hispanic or Latino,"['American Indian/Alaska Native', 'White']",High school
prolific,s20dknnbl1p7t2hs3ie0stbr,19.76,2,53,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,s7apu5uwp4yhihf8m1mnv7ct,20.38,2,32,Male,,Not Hispanic or Latino,['White'],Less than high school
prolific,sgato0jzid0tlk43ra7ma9g6,16.43,1,42,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,siigd7vtmkvc1w3lvimzsry6,21.84,1,54,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,sorosropwcm0lyi36o0gv2sv,20.2,2,32,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,sviu3q1oym0srhxvw3j675nd,14.38,2,35,Male,,Not Hispanic or Latino,['White'],High school
prolific,sxdwczozfk7f3gap2ig7ewhl,22.84,1,33,Female,,Not Hispanic or Latino,['Black or African American'],Associate degree
prolific,t6tqma51n1pzltdlxjp2qyfw,16.35,3,26,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,tb7pj7gsba6o4cdpt9vb9x7q,24.99,1,31,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,tdnfbpv08jui5p07ij4hj0mb,25.91,5,35,Male,,Not Hispanic or Latino,['White'],Some college
prolific,tfar18dux9koy9ti2es55tst,17.85,1,28,Female,,Not Hispanic or Latino,['White'],Some college
prolific,tficqmzrk88b8qd9980f3mbb,19.76,1,29,Other,non-binary,Not Hispanic or Latino,['White'],Some college
prolific,tsb1jw8ub918ad04e882zt8h,17.31,1,23,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,u1a5jb2wunazz2h2s7qwe10z,15.49,1,35,Female,,Not Hispanic or Latino,['White'],Some college
prolific,u202hwrpfo41bfgeem3yto2m,19.01,1,40,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,u2k5jxmfqgk6veie61v0uxt5,18.15,1,22,Female,,Hispanic or Latino,['Black or African American'],Bachelor degree
prolific,u8h5gyl1hjk5iiflo7yavy9k,23.23,4,69,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,ugcuu169qx2z3frc2tnev0hk,20.88,3,28,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,uix7fc4kosudd22zzelj3umw,16.51,1,20,Female,,Not Hispanic or Latino,['White'],High school
prolific,uj3yu15tv361yz0pl0072rha,28.81,1,35,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,um09ngwfe2o088iu10s980we,21.19,1,54,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,urrczxi0sssxk51kw9t128ql,23.39,1,70,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,v8ydc7etlijyrhbt403aheap,21.34,1,28,Male,,Not Hispanic or Latino,['White'],Some college
prolific,v9c8d7o9jauns72dvcvvdtsd,47.07,14,31,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,v9mhi18je2wrkbfim72a4roo,18.11,1,24,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,vczw93o7s2b0q34ykaiof5kx,22.83,12,34,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,vjicauzh2ig65zu4gp13czuj,16.4,1,27,Male,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,vwbzhkpoiloi8uoj64jz9uo1,22.28,17,30,Male,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,wf3f0bj0ohuygjwjcy8horbq,21.95,6,26,Female,,Not Hispanic or Latino,['Black or African American'],Bachelor degree
prolific,wp1s1zohr1a4raj8eyss696m,16.41,1,33,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,wwl0wr5c3jr4uv1jfc1qwhb9,32.85,1,70,Male,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,x1ycuxnsm5m7knx9ntww7y2j,19.72,5,33,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,x1z6rp0mfj5e6oqxw8bs2e4u,25.44,1,53,Female,,Hispanic or Latino,['White'],Some college
prolific,xds9mu2k3vm0otdkuvyfsaj4,15.86,2,35,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,xla93mi0t0u3ywwi5e5cqe0y,18.35,1,42,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,xxr0fzt3pmam5uln9g55zupd,17.25,1,19,Female,,Not Hispanic or Latino,['White'],Some college
prolific,xzgvinhccugphh9s7kz2qt48,23.89,1,57,Female,,Not Hispanic or Latino,['White'],Some college
prolific,yb7ehdgm9eqm22t35t0gn4py,36.37,2,37,Male,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,yggc3tpzclcbqx4frgq54cy1,24.03,1,27,Female,,Hispanic or Latino,['White'],Bachelor degree
prolific,yglr3pmjfzpkduch3g01fhck,28.22,3,65,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,ypyusfyq96m627w6425ug7dw,17.52,5,37,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,yskpva5e9sm20o2bkaxdii1f,23.88,1,49,Female,,Not Hispanic or Latino,['White'],Associate degree
prolific,yvzphgsb4z9eiqb3z379fbke,30.38,3,36,Male,,Not Hispanic or Latino,['White'],Some college
prolific,yxdlvnutsr8roavl9f1r5gt8,38.03,12,27,Female,,Not Hispanic or Latino,['Asian'],Master degree or higher
prolific,yywsydio8foyc94c7k1x30be,19.86,1,25,Female,,Not Hispanic or Latino,['Asian'],Bachelor degree
prolific,z6xurenyeg6yg63pea7pu1nu,19.39,1,46,Female,,Not Hispanic or Latino,['White'],Bachelor degree
prolific,zfuemu1rcz6k4d3bvs2hls2f,14.67,2,27,Female,,Not Hispanic or Latino,['White'],Master degree or higher
prolific,zsi4m6qdbevc7j8lslhdqire,22.52,1,24,Male,,Not Hispanic or Latino,['White'],Some college
